Intitulé gare;Code UIC;Segment DRG;Niveau de service;Nombre plateformes;WGS 84;Code postal;Commune;Département;Région
Coutras;0087584516;b;1;1;45.03661, -0.13169;33230;Coutras;Gironde;Aquitaine
Lalinde;0087584441;c;1;1;44.8396152, 0.7427811;24150;Lalinde;Dordogne;Aquitaine
Couze;0087584425;c;1;1;44.836574, 0.7036282;24150;Lalinde;Dordogne;Aquitaine
Saint-Antoine-de-Breuilh;0087584201;c;1;1;44.8466877, 0.15196;24230;Saint-Antoine-de-Breuilh;Dordogne;Aquitaine
Lamothe-Montravel;0087584151;c;1;1;44.8537384, 0.0215683;24230;Lamothe-Montravel;Dordogne;Aquitaine
Luxé;0087583823;c;1;1;45.8873947, 0.1094107;16230;Luxé;Charente;Poitou-Charentes
Roumazières-Loubert;0087583468;c;1;1;45.8893483, 0.5789743;16270;Roumazières-Loubert;Charente;Poitou-Charentes
La Réole;0087582866;b;1;1;44.579742, -0.03057;33190;Réole;Gironde;Aquitaine
Saint-Médard-d'Eyrans;0087582692;c;1;1;44.7168571, -0.5057172;33650;Saint-Médard-d'Eyrans;Gironde;Aquitaine
Labouheyre;0087582551;c;1;1;44.2106292, -0.9209296;40210;Labouheyre;Landes;Aquitaine
Biganos Facture;0087582478;b;2;1;44.637384, -0.96621;33380;Biganos;Gironde;Aquitaine
Bruges;0087581736;c;1;1;44.8870124, -0.609445;33520;Bruges;Gironde;Aquitaine
Pointe de Grave;0087581397;c;1;1;45.567067, -1.0658575;33780;Verdon-sur-Mer;Gironde;Aquitaine
Margaux;0087581215;c;1;1;45.0358307, -0.6854145;33460;Margaux;Gironde;Aquitaine
Bordeaux Saint-Jean;0087581009;a;3;1;44.825873, -0.556697;33800;Bordeaux;Gironde;Aquitaine
Villefranche-sur-Cher;0087576884;c;1;1;47.2948034, 1.768094;41200;Villefranche-sur-Cher;Loir-et-Cher;Centre
Mennetou-sur-Cher;0087576728;c;1;1;47.2688835, 1.8765238;41320;Mennetou-sur-Cher;Loir-et-Cher;Centre
La Guerche-sur-l'Aubois;0087576470;c;1;1;46.9477388, 2.9485731;18150;Guerche-sur-l'Aubois;Cher;Centre
Avord;0087576439;c;1;1;47.0349061, 2.6523757;18520;Avord;Cher;Centre
Saint-Germain-du-Puy;0087576405;c;1;1;47.0965233, 2.4846102;18390;Saint-Germain-du-Puy;Cher;Centre
Varennes-sur-Fouzon;0087576231;c;1;1;47.2144095, 1.6145221;36210;Varennes-sur-Fouzon;Indre;Centre
Pruniers;0087576199;c;1;1;47.313174, 1.6722045;41200;Pruniers-en-Sologne;Loir-et-Cher;Centre
Faubourg d'Orléans;0087576173;b;1;1;47.3669948, 1.7403794;41200;Romorantin-Lanthenay;Loir-et-Cher;Centre
Mehun-sur-Yèvre;0087576116;c;1;1;47.1394406, 2.2071342;18500;Mehun-sur-Yèvre;Cher;Centre
Lussac-les-Châteaux;0087575845;c;1;1;46.4051106, 0.7186918;86320;Lussac-les-Châteaux;Vienne;Poitou-Charentes
Lathus;0087575498;c;1;1;46.3380917, 0.965009;86390;Lathus-Saint-Rémy;Vienne;Poitou-Charentes
La Tricherie;0087575183;c;1;1;46.7288206, 0.4412021;86490;Beaumont;Vienne;Poitou-Charentes
Château-Renault;0087574665;c;1;1;47.5877961, 0.9015238;37110;Château-Renault;Indre-et-Loire;Centre
Saint-Amand de Vendôme;0087574640;c;1;1;47.693141, 1.0119896;41310;Saint-Amand-Longpré;Loir-et-Cher;Centre
Bléré la Croix;0087574475;b;1;1;47.3377228, 0.9877583;37150;Croix-en-Touraine;Indre-et-Loire;Centre
Azay-sur-Cher;0087574442;c;1;1;47.3652695, 0.8599885;37270;Azay-sur-Cher;Indre-et-Loire;Centre
Véretz - Montlouis;0087574434;c;1;1;47.3715058, 0.8199079;37270;Montlouis-sur-Loire;Indre-et-Loire;Centre
Veuves - Monteaux;0087574327;c;1;1;47.4756722, 1.1238749;41150;Veuves;Loir-et-Cher;Centre
Menars;0087574244;c;1;1;47.6450036, 1.405617;41500;Menars;Loir-et-Cher;Centre
Suèvres;0087574236;c;1;1;47.6802248, 1.4540981;41500;Suèvres;Loir-et-Cher;Centre
Saint-Ay;0087574129;c;1;1;47.863133, 1.7499597;45130;Saint-Ay;Loiret;Centre
Blois - Chambord;0087574004;a;2;1;47.585445, 1.323823;41000;Blois;Loir-et-Cher;Centre
Cinq-Mars-la-Pile;0087571836;c;1;1;47.3452264, 0.4604878;37130;Cinq-Mars-la-Pile;Indre-et-Loire;Centre
Rivarennes;0087571653;c;1;1;47.2677425, 0.3618999;37190;Rivarennes;Indre-et-Loire;Centre
Azay-le-Rideau;0087571638;c;1;1;47.2663383, 0.4475388;37190;Azay-le-Rideau;Indre-et-Loire;Centre
Neuillé-Pont-Pierre;0087571547;c;1;1;47.5580135, 0.5649155;37360;Neuillé-Pont-Pierre;Indre-et-Loire;Centre
La Membrolle-sur-Choisille;0087571513;c;1;1;47.4313179, 0.6407872;37390;Membrolle-sur-Choisille;Indre-et-Loire;Centre
Veigné;0087571414;c;1;1;47.2915255, 0.7348815;37250;Veigné;Indre-et-Loire;Centre
Pont de Rungis Aéroport d'Orly;0087546192;b;;1;48.748163, 2.372792;94150;Thiais;Val-de-Marne;Île-de-France
Châteaudun;0087545756;b;1;1;48.073463, 1.338133;28200;Châteaudun;Eure-et-Loir;Centre
Voves;0087545707;c;1;1;48.2750095, 1.6222874;28150;Voves;Eure-et-Loir;Centre
Sermaise;0087545517;b;;1;48.53536, 2.06865;91530;Sermaise;Essonne;Île-de-France
Athis-Mons;0087545251;b;;1;48.712557, 2.403749;91200;Athis-Mons;Essonne;Île-de-France
Chamarande;0087545152;b;;1;48.514244, 2.215854;91730;Chamarande;Essonne;Île-de-France
Étréchy;0087545145;b;;1;48.493727, 2.194323;91580;Étréchy;Essonne;Île-de-France
Salbris;0087543165;b;1;1;47.42522, 2.04778;41300;Salbris;Loir-et-Cher;Centre
Cercottes;0087543033;c;1;1;47.9861553, 1.8849813;45520;Cercottes;Loiret;Centre
Saujon;0087491811;c;1;1;45.6665019, -0.9300187;17600;Saujon;Charente-Maritime;Poitou-Charentes
Cavignac;0087491217;c;1;1;45.105163, -0.382243;33620;Cavignac;Gironde;Aquitaine
Clion sur Seugne;0087491134;c;1;1;45.4783225, -0.502092;17240;Clion;Charente-Maritime;Poitou-Charentes
Beillant;0087491076;c;1;1;45.7007999, -0.5265079;17800;Saint-Sever-de-Saintonge;Charente-Maritime;Poitou-Charentes
Saint-Savinien;0087491035;c;1;1;45.8759277, -0.6778775;17350;Saint-Savinien;Charente-Maritime;Poitou-Charentes
Bords;0087491019;c;1;1;45.8944625, -0.7985436;17430;Bords;Charente-Maritime;Poitou-Charentes
Saintes;0087491001;b;2;1;45.74874, -0.6179;17100;Saintes;Charente-Maritime;Poitou-Charentes
Les Rosiers-sur-Loire;0087487876;c;1;1;47.3625386, -0.2205371;49350;Rosiers-sur-Loire;Maine-et-Loire;Pays de la Loire
La Bohalle;0087487843;c;1;1;47.4342356, -0.4000426;49800;Bohalle;Maine-et-Loire;Pays de la Loire
Sérifontaine;0087381269;c;1;1;49.3572878, 1.7639818;60590;Sérifontaine;Oise;Picardie
Chaumont-en-Vexin;0087381228;b;1;1;49.26139, 1.87274;60240;Chaumont-en-Vexin;Oise;Picardie
Pont Cardinet;0087381111;b;;1;48.88755, 2.31425;75017;Paris;Paris;Île-de-France
Le Stade;0087381095;b;;1;48.93093, 2.26056;92700;Colombes;Hauts-de-Seine;Île-de-France
Bois-Colombes;0087381079;b;;1;48.91348, 2.27256;92270;Bois-Colombes;Hauts-de-Seine;Île-de-France
Neuilly Porte Maillot;0087381020;b;;1;48.877983, 2.284516;75017;Paris;Paris;Île-de-France
Wambaix;0087345595;c;1;1;50.1338767, 3.3114074;59400;Wambaix;Nord;Nord-Pas-de-Calais
Bouchain;0087345389;c;1;1;50.2780892, 3.3319096;59111;Bouchain;Nord;Nord-Pas-de-Calais
Somain;0087345314;b;1;1;50.3557, 3.27738;59490;Somain;Nord;Nord-Pas-de-Calais
Loison-sous-Lens;0087345231;c;1;1;50.4401891, 2.8592403;62218;Loison-sous-Lens;Pas-de-Calais;Nord-Pas-de-Calais
Coron de Méricourt;0087345132;c;1;1;50.4150048, 2.8854084;62680;Méricourt;Pas-de-Calais;Nord-Pas-de-Calais
Pont de Sallaumines;0087345124;c;1;1;50.4157922, 2.8632044;62430;Sallaumines;Pas-de-Calais;Nord-Pas-de-Calais
Wallers;0087343301;c;1;1;50.384611, 3.3937454;59135;Wallers;Nord;Nord-Pas-de-Calais
Bailleul-Sir-Berthoult;0087342592;c;1;1;50.3351257, 2.8409809;62580;Bailleul-Sir-Berthoult;Pas-de-Calais;Nord-Pas-de-Calais
Marquillies;0087342469;c;1;1;50.5477246, 2.8661707;59274;Marquillies;Nord;Nord-Pas-de-Calais
Saint-Pol-sur-Ternoise;0087342337;b;1;1;50.37913, 2.33939;62130;Saint-Pol-sur-Ternoise;Pas-de-Calais;Nord-Pas-de-Calais
Tincques;0087342303;c;1;1;50.35699, 2.4980285;62127;Tincques;Pas-de-Calais;Nord-Pas-de-Calais
Ham-en-Artois;0087342261;c;1;1;50.5900401, 2.4657764;62190;Ham-en-Artois;Pas-de-Calais;Nord-Pas-de-Calais
Maroeuil;0087342188;c;1;1;50.322603, 2.6983279;62161;Marœuil;Pas-de-Calais;Nord-Pas-de-Calais
Mazingarbe;0087342121;c;1;1;50.4608957, 2.7005447;62670;Mazingarbe;Pas-de-Calais;Nord-Pas-de-Calais
Biache-Saint-Vaast;0087342097;c;1;1;50.3162525, 2.9414975;62118;Biache-Saint-Vaast;Pas-de-Calais;Nord-Pas-de-Calais
Béthune;0087342006;b;2;1;50.52144, 2.64055;62400;Béthune;Pas-de-Calais;Nord-Pas-de-Calais
La Poterie;0087334508;c;1;1;48.0923448, -1.6307729;35500;Rennes;Ille-et-Vilaine;Bretagne
Futuroscope;0087324095;a;2;1;46.669918, 0.377209;86360;Chasseneuil-du-Poitou;Vienne;Poitou-Charentes
Boulogne;0087317586;b;2;1;50.7157, 1.60964;62200;Boulogne-sur-Mer;Pas-de-Calais;Nord-Pas-de-Calais
Calais Ville;0087317263;b;2;1;50.952613, 1.848185;62100;Calais;Pas-de-Calais;Nord-Pas-de-Calais
Anvin;0087317255;c;1;1;50.446845, 2.25494;62134;Anvin;Pas-de-Calais;Nord-Pas-de-Calais
Auchy-lès-Hesdin;0087317230;c;1;1;50.3963631, 2.1022448;62770;Auchy-lès-Hesdin;Pas-de-Calais;Nord-Pas-de-Calais
Wimille - Wimereux;0087317123;c;1;1;50.7638456, 1.6137455;62126;Wimereux;Pas-de-Calais;Nord-Pas-de-Calais
Boulogne Tintelleries;0087317016;b;1;1;50.72729, 1.60904;62200;Boulogne-sur-Mer;Pas-de-Calais;Nord-Pas-de-Calais
Heilles - Mouchy;0087316398;c;1;1;49.340531, 2.2725858;60250;Heilles;Oise;Picardie
Thézy-Glimont;0087316125;c;1;1;49.8118528, 2.435931;80110;Thézy-Glimont;Somme;Picardie
Daours;0087315044;c;1;1;49.899267, 2.4590533;80800;Daours;Somme;Picardie
Amiens;0087313874;a;3;1;49.890746, 2.312592;80017;Amiens;Somme;Picardie
Feuquières - Broquiers;0087313742;c;1;1;49.6545751, 1.8305169;60960;Feuquières;Oise;Picardie
Laboissière - Le Déluge;0087313676;c;1;1;49.2885368, 2.1361486;60570;Laboissière-en-Thelle;Oise;Picardie
Villers-Saint-Sépulcre;0087313593;c;1;1;49.3680779, 2.2204386;60134;Villers-Saint-Sépulcre;Oise;Picardie
Cramoisy;0087313544;c;1;1;49.256625, 2.40489;60660;Cramoisy;Oise;Picardie
Nesle;0087313486;c;1;1;49.7639147, 2.9089882;80190;Nesle;Somme;Picardie
Marcelcave;0087313445;c;1;1;49.8532165, 2.5819031;80720;Marcelcave;Somme;Picardie
Villers-Bretonneux;0087313437;b;1;1;49.86295, 2.52141;80380;Villers-Bretonneux;Somme;Picardie
Hargicourt - Pierrepont;0087313338;c;1;1;49.7138593, 2.5317673;80500;Hargicourt;Somme;Picardie
Avrechy;0087313296;c;1;1;49.4446439, 2.4179608;60130;Avrechy;Oise;Picardie
Saint-Just-en-Chaussée;0087313270;b;2;1;49.50364, 2.42949;60130;Saint-Just-en-Chaussée;Oise;Picardie
La Faloise;0087313239;c;1;1;49.696527, 2.3485813;80250;Faloise;Somme;Picardie
Boves;0087313213;c;1;1;49.8462355, 2.3981165;80440;Boves;Somme;Picardie
Picquigny;0087313106;c;1;1;49.9461557, 2.1432765;80310;Picquigny;Somme;Picardie
Ingersheim Cité Scolaire;0087303875;c;1;1;48.0888721, 7.2976143;68040;Ingersheim;Haut-Rhin;Alsace
Belfort - Montbéliard TGV;0087300822;a;2;1;47.585937, 6.897687;90400;Meroux;Territoire de Belfort;Franche-Comté
Vauxaillon;0087297283;c;1;1;49.4741418, 3.4096166;02320;Vauxaillon;Aisne;Picardie
Voyenne;0087297150;c;1;1;49.7260708, 3.7202555;02250;Voyenne;Aisne;Picardie
Anizy - Pinon;0087296566;c;1;1;49.4960073, 3.4487637;02320;Pinon;Aisne;Picardie
Montescourt;0087296418;c;1;1;49.7380842, 3.2519756;02440;Montescourt-Lizerolles;Aisne;Picardie
Bohain;0087296269;b;1;1;49.9884143, 3.4431289;02110;Bohain-en-Vermandois;Aisne;Picardie
Busigny;0087296244;c;1;1;50.0397236, 3.4461174;59137;Busigny;Nord;Nord-Pas-de-Calais
Clacy - Mons;0087296178;c;1;1;49.5439229, 3.5766816;02000;Clacy-et-Thierret;Aisne;Picardie
Crépy - Couvron;0087296152;c;1;1;49.6233401, 3.5167165;02870;Crépy;Aisne;Picardie
Dompierre;0087295774;c;1;1;50.146144, 3.871144;59440;Dompierre-sur-Helpe;Nord;Nord-Pas-de-Calais
Avesnes;0087295733;b;1;1;50.12674, 3.93295;59440;Avesnes-sur-Helpe;Nord;Nord-Pas-de-Calais
Landrecies;0087295642;c;1;1;50.1283138, 3.681997;59550;Landrecies;Nord;Nord-Pas-de-Calais
Louvroil;0087295535;c;1;1;50.2683469, 3.9535768;59720;Louvroil;Nord;Nord-Pas-de-Calais
Hirson;0087295063;b;1;1;49.91455, 4.08432;02500;Hirson;Aisne;Picardie
Nieppe;0087287151;c;1;1;50.6966975, 2.8289655;59850;Nieppe;Nord;Nord-Pas-de-Calais
Ascq;0087286864;c;1;1;50.6218591, 3.1598992;59650;Villeneuve-d'Ascq;Nord;Nord-Pas-de-Calais
Fretin;0087286641;c;1;1;50.5599254, 3.1495133;59273;Fretin;Nord;Nord-Pas-de-Calais
Landas;0087286575;c;1;1;50.4687775, 3.290568;59310;Landas;Nord;Nord-Pas-de-Calais
Saint-André;0087286195;c;1;1;50.6544842, 3.0475916;59350;Saint-André-lez-Lille;Nord;Nord-Pas-de-Calais
La Madeleine;0087286187;c;1;1;50.6608037, 3.0725804;59110;Madeleine;Nord;Nord-Pas-de-Calais
Bailleul;0087286179;b;1;1;50.72916, 2.73445;59270;Bailleul;Nord;Nord-Pas-de-Calais
Haussmann Saint-Lazare;0087281899;b;;1;48.87478, 2.32862;75009;Paris;Paris;Île-de-France
Renescure;0087281451;c;1;1;50.732006, 2.3713644;59173;Renescure;Nord;Nord-Pas-de-Calais
Gravelines;0087281246;c;1;1;50.978736, 2.1232852;59820;Gravelines;Nord;Nord-Pas-de-Calais
Cassel;0087281139;c;1;1;50.7875916, 2.4599722;59970;Cassel;Nord;Nord-Pas-de-Calais
Bergues;0087281105;b;1;1;50.96901, 2.42574;59380;Bergues;Nord;Nord-Pas-de-Calais
Noyon;0087276782;b;2;1;49.57736, 3.00641;60400;Noyon;Oise;Picardie
Ourscamps;0087276774;c;1;1;49.5341405, 2.9540017;60138;Pimprez;Oise;Picardie
Nointel - Mours;0087276758;b;;1;49.1327, 2.28066;95590;Nointel;Val-d'Oise;Île-de-France
Thourotte;0087276741;c;1;1;49.4760722, 2.8830021;60150;Thourotte;Oise;Picardie
Méry-sur-Oise;0087276667;b;;1;49.05766, 2.19074;95540;Méry-sur-Oise;Val-d'Oise;Île-de-France
Taverny;0087276634;b;;1;49.02536, 2.22187;95150;Taverny;Val-d'Oise;Île-de-France
Saint-Leu-d'Esserent;0087276402;c;1;1;49.2140819, 2.4177845;60340;Saint-Leu-d'Esserent;Oise;Picardie
Rieux - Angicourt;0087276352;b;1;1;49.29866, 2.5214;60870;Rieux;Oise;Picardie
Longueil-Sainte-Marie;0087276303;c;1;1;49.3425377, 2.7175537;60126;Longueil-Sainte-Marie;Oise;Picardie
Orry-la-Ville - Coye;0087276279;b;2;1;49.13895, 2.49;60560;Orry-la-Ville;Oise;Picardie
Survilliers - Fosses;0087276261;b;;1;49.09961, 2.52527;95470;Fosses;Val-d'Oise;Île-de-France
Goussainville;0087276246;b;;1;49.0240732, 2.4632464;95190;Goussainville;Val-d'Oise;Île-de-France
Laigneville;0087276204;b;1;1;49.29276, 2.44894;60290;Laigneville;Oise;Picardie
Saint-Gratien;0087276170;b;;1;48.96403, 2.28531;95210;Saint-Gratien;Val-d'Oise;Île-de-France
Franconville - Le Plessis-Bouchard;0087276071;b;;1;48.99358, 2.23514;95130;Franconville;Val-d'Oise;Île-de-France
Champ de Courses d'Enghien;0087276030;b;;1;48.97975, 2.29189;95230;Soisy-sous-Montmorency;Val-d'Oise;Île-de-France
Enghien-les-Bains;0087276022;b;;1;48.97309, 2.30699;95880;Enghien-les-Bains;Val-d'Oise;Île-de-France
Creil;0087276006;b;2;1;49.263757, 2.4692439;60100;Creil;Oise;Picardie
Esches;0087272096;c;1;1;49.2125205, 2.1708125;60110;Esches;Oise;Picardie
Thieux - Nantouillet;0087272054;c;;1;49.0084346, 2.6805271;77230;Thieux;Seine-et-Marne;Île-de-France
Compans;0087272047;c;;1;48.9915767, 2.6652718;77290;Compans;Seine-et-Marne;Île-de-France
Margival;0087271882;c;1;1;49.4393862, 3.4027491;02880;Margival;Aisne;Picardie
Crouy;0087271874;c;1;1;49.4037093, 3.3569138;02880;Crouy;Aisne;Picardie
Vierzy;0087271783;c;1;1;49.2910309, 3.2773026;02210;Vierzy;Aisne;Picardie
Longpont;0087271775;c;1;1;49.2726851, 3.2301676;02600;Longpont;Aisne;Picardie
Vaumoise;0087271601;c;1;1;49.2339406, 2.9885685;02600;Coyolles;Aisne;Picardie
Saint-Étienne-de-Montluc;0087481812;c;1;1;47.2747167, -1.7857107;44360;Saint-Étienne-de-Montluc;Loire-Atlantique;Pays de la Loire
Couëron;0087481804;c;1;1;47.2220412, -1.7235014;44220;Couëron;Loire-Atlantique;Pays de la Loire
Le Croisic;0087481788;b;2;1;47.289836, -2.507442;44490;Croisic;Loire-Atlantique;Pays de la Loire
Clisson;0087481440;b;2;1;47.086142, -1.286172;44190;Clisson;Loire-Atlantique;Pays de la Loire
Machecoul;0087481366;c;1;1;46.9905038, -1.8227524;44270;Machecoul;Loire-Atlantique;Pays de la Loire
Les Moutiers-en-Retz;0087481259;c;1;1;47.0618983, -2.0009628;44580;Moutiers-en-Retz;Loire-Atlantique;Pays de la Loire
Port-Saint-Père - Saint-Mars;0087481218;c;1;1;47.1164915, -1.7393069;44710;Port-Saint-Père;Loire-Atlantique;Pays de la Loire
Oudon;0087481184;c;1;1;47.3433655, -1.291992;44521;Oudon;Loire-Atlantique;Pays de la Loire
La Basse Indre - Saint-Herblain;0087481069;c;1;1;47.2040872, -1.6603088;44610;Saint-Herblain;Loire-Atlantique;Pays de la Loire
Chantenay;0087481051;c;1;1;47.1971227, -1.5943634;44000;Nantes;Loire-Atlantique;Pays de la Loire
Le Genest;0087478743;c;1;1;48.0967372, -0.8858084;53940;Genest-Saint-Isle;Mayenne;Pays de la Loire
Corseul - Languenan;0087478180;c;1;1;48.4960574, -2.1414331;22130;Languenan;Côtes-d'Armor;Bretagne
La Gouesnière - Cancale - Saint-méloir-des-Ondes;0087478099;c;1;1;48.6144207, -1.9058105;35350;Gouesnière;Ille-et-Vilaine;Bretagne
Dol-de-Bretagne;0087478073;b;2;1;48.54425, -1.750536;35120;Dol-de-Bretagne;Ille-et-Vilaine;Bretagne
Bonnemain;0087478065;c;1;1;48.4764049, -1.7654125;35270;Bonnemain;Ille-et-Vilaine;Bretagne
Sévérac;0087476754;c;1;1;47.5498647, -2.072707;44530;Sévérac;Loire-Atlantique;Pays de la Loire
Malansac;0087476689;c;1;1;47.6756185, -2.2961796;56220;Malansac;Morbihan;Bretagne
Questembert;0087476671;c;1;1;47.6831803, -2.4496002;56230;Questembert;Morbihan;Bretagne
Sainte-Anne;0087476648;c;1;1;47.6785805, -2.96048;56400;Pluneret;Morbihan;Bretagne
Vannes;0087476606;a;2;1;47.665169, -2.75245;56000;Vannes;Morbihan;Bretagne
Saint-Pierre-Quiberon;0087476440;c;1;1;47.5210574, -3.138905;56510;Saint-Pierre-Quiberon;Morbihan;Bretagne
Quimperlé;0087476317;b;1;1;47.869375, -3.552693;29300;Quimperlé;Finistère;Bretagne
Gestel;0087476309;c;1;1;47.8029905, -3.4431341;56530;Gestel;Morbihan;Bretagne
Brandérion;0087476242;c;1;1;47.7823179, -3.1940402;56700;Brandérion;Morbihan;Bretagne
Landévant;0087476234;c;1;1;47.759578, -3.1251313;56690;Landévant;Morbihan;Bretagne
Lorient;0087476002;a;2;1;47.755597, -3.366221;56100;Lorient;Morbihan;Bretagne
Morlaix;0087474338;a;2;1;48.57797, -3.832514;29600;Morlaix;Finistère;Bretagne
Landivisiau;0087474270;b;1;1;48.496002, -4.082181;29400;Landivisiau;Finistère;Bretagne
La Roche-Maurice;0087474262;c;1;1;48.4740885, -4.2050964;29800;Roche-Maurice;Finistère;Bretagne
Châteaulin;0087474064;c;1;1;48.2016033, -4.094308;29150;Châteaulin;Finistère;Bretagne
Pont-de-Buis;0087474056;c;1;1;48.2544024, -4.0861227;29590;Pont-de-Buis-lès-Quimerch;Finistère;Bretagne
Plougonver;0087473538;c;1;1;48.4584133, -3.3704584;22810;Plougonver;Côtes-d'Armor;Bretagne
Yffiniac;0087473116;c;1;1;48.4702462, -2.6524629;22120;Yffiniac;Côtes-d'Armor;Bretagne
Plestan;0087473090;c;1;1;48.4256462, -2.4424607;22640;Plestan;Côtes-d'Armor;Bretagne
Châteaubourg;0087471524;b;1;1;48.106361, -1.405159;35220;Châteaubourg;Ille-et-Vilaine;Bretagne
Vitré;0087471508;b;2;1;48.122671, -1.211754;35500;Vitré;Ille-et-Vilaine;Bretagne
Janzé;0087471334;b;1;1;47.955364, -1.497538;35150;Janzé;Ille-et-Vilaine;Bretagne
Saint-Armel;0087471318;c;1;1;48.014405, -1.5948867;35230;Saint-Armel;Ille-et-Vilaine;Bretagne
Fougeray - Langon;0087471201;c;1;1;47.7297956, -1.8510921;35390;Langon;Ille-et-Vilaine;Bretagne
Pléchâtel;0087471177;c;1;1;47.8719509, -1.7763615;35470;Pléchâtel;Ille-et-Vilaine;Bretagne
Guichen - Bourg-des-Comptes;0087471151;b;1;1;47.9350963, -1.7601845;35580;Guichen;Ille-et-Vilaine;Bretagne
Breteil;0087471102;c;1;1;48.1405713, -1.8972095;35160;Breteil;Ille-et-Vilaine;Bretagne
Montauban-de-Bretagne;0087471086;b;1;1;48.190241, -2.052675;35360;Montauban-de-Bretagne;Ille-et-Vilaine;Bretagne
Betton;0087471045;c;1;1;48.1814803, -1.6344745;35830;Betton;Ille-et-Vilaine;Bretagne
Coutances;0087447110;b;1;1;49.042928, -1.441726;50200;Coutances;Manche;Basse-Normandie
Cherbourg;0087444877;a;2;1;49.633505, -1.621515;50100;Cherbourg-Octeville;Manche;Basse-Normandie
L'Aigle;0087444638;b;1;1;48.766229, 0.620014;61300;Aigle;Orne;Basse-Normandie
Nonant-le-Pin;0087444570;c;1;1;48.7037802, 0.2194656;61240;Nonant-le-Pin;Orne;Basse-Normandie
Blonville-sur-Mer - Benerville;0087444380;c;1;1;49.3313919, 0.0356856;14910;Blonville-sur-Mer;Calvados;Basse-Normandie
Serquigny;0087444315;c;1;1;49.1074117, 0.7189895;27470;Serquigny;Eure;Haute-Normandie
Moult - Argences;0087444190;c;1;1;49.1111851, -0.1864355;14370;Moult;Calvados;Basse-Normandie
Frénouville - Cagny;0087444182;c;1;1;49.1411192, -0.2603256;14630;Frénouville;Calvados;Basse-Normandie
Bretteville - Norrey;0087444042;c;1;1;49.2034112, -0.5127396;14740;Saint-Manvieu-Norrey;Calvados;Basse-Normandie
Caen;0087444000;a;2;1;49.176354, -0.347613;14000;Caen;Calvados;Basse-Normandie
La Rochelle Porte Dauphine;0087437798;c;1;1;46.16755, -1.1518412;17000;Rochelle;Charente-Maritime;Poitou-Charentes
Gaillon - Aubevoye;0087415620;b;2;1;49.174626, 1.352461;27600;Aubevoye;Eure;Haute-Normandie
Brionne;0087415364;c;1;1;49.1964187, 0.7115304;27800;Brionne;Eure;Haute-Normandie
Rolleville;0087413740;c;1;1;49.5820461, 0.2157828;76133;Rolleville;Seine-Maritime;Haute-Normandie
Montivilliers;0087413724;c;1;1;49.5429758, 0.189426;76290;Montivilliers;Seine-Maritime;Haute-Normandie
Virville - Manneville;0087413336;c;1;1;49.5835958, 0.3541609;76110;Virville;Seine-Maritime;Haute-Normandie
Saint-Laurent - Gainneville;0087413310;c;1;1;49.5285649, 0.2522963;76700;Saint-Laurent-de-Brèvedent;Seine-Maritime;Haute-Normandie
Sommery;0087411462;c;1;1;49.6297244, 1.4353726;76440;Sommery;Seine-Maritime;Haute-Normandie
Saint-Martin-du-Vivier;0087411413;c;1;1;49.4704151, 1.1615438;76160;Saint-Martin-du-Vivier;Seine-Maritime;Haute-Normandie
Motteville;0087411280;c;1;1;49.6365717, 0.8497988;76970;Motteville;Seine-Maritime;Haute-Normandie
Pavilly;0087411272;b;1;1;49.563897, 0.950644;76570;Pavilly;Seine-Maritime;Haute-Normandie
Sablé-sur-Sarthe;0087396408;b;2;1;47.8415934, -0.3419359;72300;Sablé-sur-Sarthe;Sarthe;Pays de la Loire
La Suze;0087396366;b;1;1;47.8919891, 0.0266367;72210;Suze-sur-Sarthe;Sarthe;Pays de la Loire
La Ferté-Bernard;0087396325;b;1;1;48.1864887, 0.639711;72400;Ferté-Bernard;Sarthe;Pays de la Loire
Saint-Mars-la-Brière;0087396283;c;1;1;48.0285239, 0.3656778;72470;Saint-Mars-la-Brière;Sarthe;Pays de la Loire
Le Mans;0087396002;a;3;1;47.995034, 0.19014;72000;Mans;Sarthe;Pays de la Loire
Illiers-Combray;0087394437;b;1;1;48.303937, 1.2448745;28120;Illiers-Combray;Eure-et-Loir;Centre
La Taye;0087394403;c;1;1;48.4077566, 1.3734019;28110;Saint-Georges-sur-Eure;Eure-et-Loir;Centre
Nogent-le-Rotrou;0087394296;b;1;1;48.3255926, 0.8103045;28400;Nogent-le-Rotrou;Eure-et-Loir;Centre
Saint-Aubin - Saint-Luperce;0087394213;c;1;1;48.4476422, 1.3318387;28300;Saint-Aubin-des-Bois;Eure-et-Loir;Centre
Montfort-l'Amaury - Méré;0087393892;b;;1;48.80224, 1.8153507;78490;Méré;Yvelines;Île-de-France
Verneuil-sur-Avre;0087393595;b;1;1;48.7424857, 0.9291925;27130;Verneuil-sur-Avre;Eure;Haute-Normandie
Massy - Palaiseau;0087393579;b;;1;48.7264211, 2.2575281;91300;Massy;Essonne;Île-de-France
Igny;0087393561;b;;1;48.7399008, 2.2313626;91430;Igny;Essonne;Île-de-France
Bièvres;0087393546;b;;1;48.7513289, 2.2157279;91570;Bièvres;Essonne;Île-de-France
Vauboyen;0087393538;b;;1;48.7590575, 2.192119;78350;Jouy-en-Josas;Yvelines;Île-de-France
Houdan;0087393462;b;;1;48.7958005, 1.6027371;78550;Houdan;Yvelines;Île-de-France
