Intitulé gare;Code UIC;Segment DRG;Niveau de service;Nombre plateformes;WGS 84;Code postal;Commune;Département;Région
Montaudran;0087612010;c;1;1;43.5734591, 1.4804356;31000;Toulouse;Haute-Garonne;Midi-Pyrénées
Castelsarrasin;0087611897;c;1;1;44.0403503, 1.1143954;82100;Castelsarrasin;Tarn-et-Garonne;Midi-Pyrénées
Lamagistère;0087611855;c;1;1;44.1267231, 0.8255002;82360;Lamagistère;Tarn-et-Garonne;Midi-Pyrénées
Montbartier;0087611699;c;1;1;43.9241555, 1.264501;82700;Montbartier;Tarn-et-Garonne;Midi-Pyrénées
Grisolles;0087611673;c;1;1;43.8269619, 1.3023292;82170;Grisolles;Tarn-et-Garonne;Midi-Pyrénées
Foix;0087611616;b;1;1;42.969746, 1.607147;09000;Foix;Ariège;Midi-Pyrénées
Mérens-les-Vals;0087611525;c;1;1;42.6594883, 1.8371278;09110;Mérens-les-Vals;Ariège;Midi-Pyrénées
L'Hospitalet près l'Andorre;0087611517;c;1;1;42.5894535, 1.8002635;09390;Hospitalet-près-l'Andorre;Ariège;Midi-Pyrénées
Latour-de-Carol - Enveitg;0087611483;c;1;1;42.4590464, 1.9045027;66760;Enveitg;Pyrénées-Orientales;Languedoc-Roussillon
Saverdun;0087611368;b;1;1;43.239357, 1.570616;09700;Saverdun;Ariège;Midi-Pyrénées
Pamiers;0087611343;b;1;1;43.116207, 1.619451;09100;Pamiers;Ariège;Midi-Pyrénées
Bena Fanes;0087784892;c;1;1;42.4580782, 1.9167264;66760;Enveitg;Pyrénées-Orientales;Languedoc-Roussillon
Thuès les Bains;0087784744;c;1;1;42.5288009, 2.249094;66360;Canaveilles;Pyrénées-Orientales;Languedoc-Roussillon
Nyer;0087784736;c;1;1;42.5416979, 2.2630177;66360;Nyer;Pyrénées-Orientales;Languedoc-Roussillon
Prades - Molitg-les-Bains;0087784637;c;1;1;42.6170988, 2.4294184;66500;Prades;Pyrénées-Orientales;Languedoc-Roussillon
Millas;0087784546;c;1;1;42.6888961, 2.6937502;66170;Millas;Pyrénées-Orientales;Languedoc-Roussillon
Laissac;0087783761;c;1;1;44.3750307, 2.8222251;12310;Laissac;Aveyron;Midi-Pyrénées
Chanac;0087783530;c;1;1;44.4739786, 3.3454117;48230;Chanac;Lozère;Languedoc-Roussillon
Saint-Georges-de-Luzençon;0087783423;c;1;1;44.066553, 2.983784;12100;Saint-Georges-de-Luzençon;Aveyron;Midi-Pyrénées
Magalas;0087781666;c;1;1;43.4675998, 3.2295415;34480;Magalas;Hérault;Languedoc-Roussillon
Marseillan Plage;0087781294;c;1;1;43.3181964, 3.5355281;34340;Marseillan;Hérault;Languedoc-Roussillon
Vias;0087781260;c;1;1;43.315653, 3.4253562;34450;Vias;Hérault;Languedoc-Roussillon
Coursan;0087781161;c;1;1;43.23369, 3.0510465;11110;Coursan;Aude;Languedoc-Roussillon
Le Grau-du-Roi;0087775866;c;1;1;43.5371273, 4.140338;30240;Grau-du-Roi;Gard;Languedoc-Roussillon
Saint-Laurent-d'Aigouze;0087775841;c;1;1;43.6392883, 4.1930703;30220;Saint-Laurent-d'Aigouze;Gard;Languedoc-Roussillon
Aimargues;0087775833;c;1;1;43.6786107, 4.2082933;30470;Aimargues;Gard;Languedoc-Roussillon
Génolhac;0087775213;c;1;1;44.3471626, 3.9516407;30450;Génolhac;Gard;Languedoc-Roussillon
Manduel - Redessan;0087775064;c;1;1;43.8264863, 4.4793827;30129;Manduel;Gard;Languedoc-Roussillon
Beaucaire;0087775023;c;1;1;43.80209, 4.6470865;30300;Beaucaire;Gard;Languedoc-Roussillon
Vic - Mireval;0087773531;c;1;1;43.5007687, 3.7994505;34110;Vic-la-Gardiole;Hérault;Languedoc-Roussillon
Le Thor;0087765453;c;1;1;43.9265047, 4.9962663;84250;Thor;Vaucluse;Provence-Alpes-Côte d'Azur
Sorgues - Châteauneuf-du-Pape;0087765206;c;1;1;44.0053909, 4.8756182;84700;Sorgues;Vaucluse;Provence-Alpes-Côte d'Azur
Courthézon;0087765180;c;1;1;44.0899478, 4.8881802;84350;Courthézon;Vaucluse;Provence-Alpes-Côte d'Azur
Bollène la Croisière;0087764357;b;1;1;44.271525, 4.707908;84500;Bollène;Vaucluse;Provence-Alpes-Côte d'Azur
Laragne;0087763755;c;1;1;44.3164984, 5.8189832;05300;Laragne-Montéglin;Hautes-Alpes;Provence-Alpes-Côte d'Azur
L'Argentière les Écrins;0087763557;c;1;1;44.7909802, 6.5564162;05120;Argentière-la-Bessée;Hautes-Alpes;Provence-Alpes-Côte d'Azur
Embrun;0087763466;b;1;1;44.567008, 6.496773;05200;Embrun;Hautes-Alpes;Provence-Alpes-Côte d'Azur
Die;0087761841;c;1;1;44.7582549, 5.3632053;26150;Die;Drôme;Rhône-Alpes
Crest;0087761783;c;1;1;44.7301546, 5.0160968;26400;Crest;Drôme;Rhône-Alpes
Tullins Fures;0087761759;b;1;1;45.300996, 5.492194;38210;Tullins;Isère;Rhône-Alpes
Romans - Bourg-de-Péage;0087761650;b;1;1;45.048857, 5.0498;26300;Romans-sur-Isère;Drôme;Rhône-Alpes
Livron;0087761247;c;1;1;44.7796035, 4.8305412;26250;Livron-sur-Drôme;Drôme;Rhône-Alpes
Saint-Rambert-d'Albon;0087761106;b;1;1;45.297797, 4.810849;26140;Saint-Rambert-d'Albon;Drôme;Rhône-Alpes
Antibes;0087757674;a;2;1;43.585784, 7.119498;06600;Antibes;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Juan les Pins;0087757666;b;1;1;43.570896, 7.11144;06160;Antibes;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Boulouris sur Mer;0087757534;c;1;1;43.4163471, 6.8082519;83700;Saint-Raphaël;Var;Provence-Alpes-Côte d'Azur
Fréjus;0087757500;b;1;1;43.432032, 6.732941;83600;Fréjus;Var;Provence-Alpes-Côte d'Azur
La Brigue;0087756874;c;1;1;44.0625669, 7.6056235;06430;Brigue;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Saint-Laurent-du-Var;0087756346;b;1;1;43.662451, 7.194413;06700;Saint-Laurent-du-Var;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Villeneuve-Loubet;0087756304;b;1;1;43.629928, 7.134066;06270;Villeneuve-Loubet;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Nice Saint-Augustin;0087756254;b;1;1;43.670728, 7.216199;06200;Nice;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Carnoules;0087755371;c;1;1;43.2974104, 6.1862531;83660;Carnoules;Var;Provence-Alpes-Côte d'Azur
Cuers - Pierrefeu;0087755355;c;1;1;43.2364281, 6.0856855;83390;Cuers;Var;Provence-Alpes-Côte d'Azur
Solliès-Pont;0087755330;c;1;1;43.1907805, 6.0464158;83210;Solliès-Pont;Var;Provence-Alpes-Côte d'Azur
La Pauline Hyères;0087755314;c;1;1;43.1364769, 6.0351027;83400;Garde;Var;Provence-Alpes-Côte d'Azur
Toulon;0087755009;a;2;1;43.12837, 5.929293;83000;Toulon;Var;Provence-Alpes-Côte d'Azur
Orgon;0087753707;c;1;1;43.7859131, 5.0456738;13660;Orgon;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Saint-Martin-de-Crau;0087753681;c;1;1;43.6223344, 4.8003403;13310;Saint-Martin-de-Crau;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
La Couronne Carro;0087753541;c;1;1;43.3398078, 5.0517077;13500;Martigues;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Martigues;0087753509;c;1;1;43.3929209, 5.0257804;13500;Martigues;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Istres;0087753418;c;1;1;43.5153953, 4.9804272;13800;Istres;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Berre;0087753228;c;1;1;43.5008861, 5.1789508;13130;Berre-l'Étang;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Saint-Chamas;0087753202;c;1;1;43.5511577, 5.0402963;13250;Saint-Chamas;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Saint-Antoine;0087751826;c;1;1;43.3695993, 5.3578102;13015;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Cassis;0087751776;b;1;1;43.23406, 5.553055;13260;Cassis;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Saint-Marcel;0087751701;c;1;1;43.28818, 5.4671155;13720;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
L'Ariane La Trinité;0087751529;c;1;1;43.7343716, 7.3025298;06340;Trinité;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Simiane;0087751438;b;1;1;43.434747, 5.426148;13109;Simiane-Collongue;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Moirans la Galifette;0087747691;b;1;1;45.324154, 5.56517;38430;Moirans;Isère;Rhône-Alpes
Le Grand-Lemps;0087747220;c;1;1;45.3966261, 5.4231117;38690;Grand-Lemps;Isère;Rhône-Alpes
Virieu sur Bourbre;0087747204;c;1;1;45.491703, 5.4721424;38730;Panissage;Isère;Rhône-Alpes
Les Tines;0087746834;c;1;1;45.9505693, 6.8991603;74400;Chamonix-Mont-Blanc;Haute-Savoie;Rhône-Alpes
Les Pélerins;0087746776;c;1;1;45.9125671, 6.8472858;74400;Chamonix-Mont-Blanc;Haute-Savoie;Rhône-Alpes
Taconnaz;0087746750;c;1;1;45.8992065, 6.8258755;74310;Houches;Haute-Savoie;Rhône-Alpes
La Roche-sur-Foron;0087746305;b;1;1;46.06756, 6.303885;74800;Roche-sur-Foron;Haute-Savoie;Rhône-Alpes
Rumilly;0087746149;b;1;1;45.862989, 5.947938;74150;Rumilly;Haute-Savoie;Rhône-Alpes
Grésy-sur-Aix;0087746107;c;1;1;45.7245161, 5.9221751;73100;Grésy-sur-Aix;Savoie;Rhône-Alpes
Annecy;0087746008;a;2;1;45.901965, 6.121835;74000;Annecy;Haute-Savoie;Rhône-Alpes
Bons-en-Chablais;0087745596;b;1;1;46.270046, 6.366246;74890;Bons-en-Chablais;Haute-Savoie;Rhône-Alpes
Saint-Claude;0087743633;c;1;1;46.3899539, 5.8603471;39200;Saint-Claude;Jura;Franche-Comté
Nurieux;0087743351;c;1;1;46.1842195, 5.5327486;01760;Nurieux-Volognat;Ain;Rhône-Alpes
Simandre-sur-Suran;0087743336;c;1;1;46.2202097, 5.4210929;01250;Simandre-sur-Suran;Ain;Rhône-Alpes
Ambronay - Priay;0087743146;c;1;1;46.0115941, 5.3382579;01500;Ambronay;Ain;Rhône-Alpes
Saint-Martin-du-Mont;0087743112;c;1;1;46.095871, 5.303003;01160;Saint-Martin-du-Mont;Ain;Rhône-Alpes
Saint-Michel - Valloire;0087742361;c;1;1;45.216916, 6.4719135;73450;Saint-Michel-de-Maurienne;Savoie;Rhône-Alpes
Modane;0087742007;b;1;1;45.193365, 6.658161;73500;Modane;Savoie;Rhône-Alpes
Moûtiers - Salins - Brides-les-Bains;0087741728;a;2;1;45.486344, 6.531425;73600;Moûtiers;Savoie;Rhône-Alpes
Lépin-le-Lac - La Bauche;0087741439;c;1;1;45.541519, 5.7649834;73610;Lépin-le-Lac;Savoie;Rhône-Alpes
Paimpol;0087473868;c;1;1;48.77694, -3.0460958;22500;Paimpol;Côtes-d'Armor;Bretagne
Pontrieux;0087473843;c;1;1;48.7056437, -3.1574281;22260;Pontrieux;Côtes-d'Armor;Bretagne
Pontrieux Halte;0087473835;c;1;1;48.6980361, -3.1644959;22260;Pontrieux;Côtes-d'Armor;Bretagne
Les Mais;0087473587;c;1;1;48.4262577, -3.3828609;22160;Callac;Côtes-d'Armor;Bretagne
Pont-Melvez;0087473520;c;1;1;48.4702228, -3.3114444;22390;Pont-Melvez;Côtes-d'Armor;Bretagne
Moustéru;0087473512;c;1;1;48.5074512, -3.2435052;22200;Moustéru;Côtes-d'Armor;Bretagne
Plénée-Jugon;0087473082;c;1;1;48.376656, -2.3546108;22640;Plénée-Jugon;Côtes-d'Armor;Bretagne
Martigné-Ferchaud;0087471367;c;1;1;47.8321302, -1.3137943;35640;Martigné-Ferchaud;Ille-et-Vilaine;Bretagne
Le Theil-de-Bretagne;0087471342;c;1;1;47.918742, -1.4319925;35240;Theil-de-Bretagne;Ille-et-Vilaine;Bretagne
Beslé;0087471219;c;1;1;47.6988788, -1.8706374;44290;Guémené-Penfao;Loire-Atlantique;Pays de la Loire
Messac - Guipry;0087471185;b;1;1;47.82225, -1.81822;35480;Messac;Ille-et-Vilaine;Bretagne
Vire;0087448159;c;1;1;48.846329, -0.882884;14500;Vire;Calvados;Basse-Normandie
Saint-Sever;0087447714;c;1;1;48.843608, -1.0516979;14380;Saint-Sever-Calvados;Calvados;Basse-Normandie
Villedieu-les-Poêles;0087447698;c;1;1;48.8340495, -1.225559;50800;Villedieu-les-Poêles;Manche;Basse-Normandie
Pont-Hébert;0087447185;c;1;1;49.1625444, -1.1266871;50880;Pont-Hébert;Manche;Basse-Normandie
Alençon;0087444711;b;2;1;48.433884, 0.098531;61000;Alençon;Orne;Basse-Normandie
Sées;0087444695;c;1;1;48.5998998, 0.1661851;61500;Sées;Orne;Basse-Normandie
Argentan;0087444539;b;2;1;48.738545, -0.025291;61200;Argentan;Orne;Basse-Normandie
Houlgate;0087444406;c;1;1;49.3000711, -0.0772276;14510;Houlgate;Calvados;Basse-Normandie
Trouville - Deauville;0087444372;a;2;1;49.360005, 0.084167;14360;Deauville;Calvados;Basse-Normandie
Pont-l'Évêque;0087444349;c;1;1;49.2870379, 0.1921947;14130;Pont-l'Évêque;Calvados;Basse-Normandie
Le Grand Jardin;0087444323;c;1;1;49.1505827, 0.2271143;14190;Lisieux;Calvados;Basse-Normandie
Lisieux;0087444265;a;2;1;49.138299, 0.231143;14100;Lisieux;Calvados;Basse-Normandie
Saint-Pierre-sur-Dives;0087444216;c;1;1;49.0231057, -0.0405855;14170;Saint-Pierre-sur-Dives;Calvados;Basse-Normandie
Vitrolles Aéroport Marseille Provence;0087439554;b;1;1;43.441734, 5.237122;13127;Vitrolles;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Franchet d'Esperey;0087417444;c;1;1;49.2425356, 4.013869;51100;Reims;Marne;Champagne-Ardenne
Val-de-Reuil;0087415877;b;2;1;49.275437, 1.224147;27100;Val-de-Reuil;Eure;Haute-Normandie
Saint-Victor;0087415166;c;1;1;49.6770346, 1.1097122;76890;Saint-Victor-l'Abbaye;Seine-Maritime;Haute-Normandie
Jacques Monod la Demi-Lieue;0087413716;c;1;1;49.5269596, 0.1861468;76290;Harfleur;Seine-Maritime;Haute-Normandie
Étainhus - Saint-Romain;0087413328;c;1;1;49.5612151, 0.3310234;76430;Étainhus;Seine-Maritime;Haute-Normandie
Le Havre;0087413013;a;2;1;49.492996, 0.125677;76600;Havre;Seine-Maritime;Haute-Normandie
Montérolier - Buchy;0087411454;c;1;1;49.6031854, 1.3347457;76680;Montérolier;Seine-Maritime;Haute-Normandie
Oissel;0087411207;b;1;1;49.34306, 1.101799;76350;Oissel;Seine-Maritime;Haute-Normandie
Elbeuf - Saint-Aubin;0087411173;b;1;1;49.302766, 1.00993;76500;Saint-Aubin-lès-Elbeuf;Seine-Maritime;Haute-Normandie
Colmar Mésanges;0087402297;c;1;1;48.0860048, 7.3336703;68000;Colmar;Haut-Rhin;Alsace
Vaas;0087396598;c;1;1;47.6707702, 0.3165096;72500;Vaas;Sarthe;Pays de la Loire
Le Theil - La Rouge;0087396333;c;1;1;48.2672964, 0.6944581;61260;Rouge;Orne;Basse-Normandie
Sceaux - Boëssé;0087396317;c;1;1;48.1221004, 0.5724063;72160;Boëssé-le-Sec;Sarthe;Pays de la Loire
La Hutte Coulombiers;0087396093;c;1;1;48.303495, 0.1056788;72130;Saint-Germain-sur-Sarthe;Sarthe;Pays de la Loire
Brou;0087394452;c;1;1;48.2157588, 1.1606705;28160;Brou;Eure-et-Loir;Centre
Villiers - Neauphle - Pontchartrain;0087393884;b;;1;48.8155066613, 1.87693448989;78640;Villiers-Saint-Frédéric;Yvelines;Île-de-France
Petit Vaux;0087393652;b;;1;48.675859, 2.3339755;91360;Épinay-sur-Orge;Essonne;Île-de-France
Longjumeau;0087393611;b;;1;48.7020364, 2.2943957;91160;Longjumeau;Essonne;Île-de-France
Tillières-sur-Avre;0087393587;c;1;1;48.7608617, 1.0545647;27570;Tillières-sur-Avre;Eure;Haute-Normandie
Nonancourt;0087393553;c;1;1;48.7757257, 1.1929162;27320;Nonancourt;Eure;Haute-Normandie
Orgerus - Béhoust;0087393447;b;;1;48.8267809, 1.7028344;78910;Orgerus;Yvelines;Île-de-France
Plaisir - Grignon;0087393421;b;;1;48.8316509, 1.9432973;78370;Plaisir;Yvelines;Île-de-France
Saint-Cyr;0087393223;b;;1;48.7990666, 2.0733739;78210;Saint-Cyr-l'École;Yvelines;Île-de-France
Chaville Rive Gauche;0087393207;b;;1;48.8047497, 2.1882472;92370;Chaville;Hauts-de-Seine;Île-de-France
Sèvres Rive Gauche;0087393124;b;;1;48.8214311, 2.2147536;92310;Sèvres;Hauts-de-Seine;Île-de-France
Meudon Val Fleury;0087393082;b;;1;48.8079884, 2.2409045;92190;Meudon;Hauts-de-Seine;Île-de-France
Versailles Chantiers;0087393009;b;;1;48.7958264, 2.1358827;78000;Versailles;Yvelines;Île-de-France
Clamart;0087391565;b;;1;48.813844, 2.2733273;92140;Clamart;Hauts-de-Seine;Île-de-France
Les Mureaux;0087386680;b;;1;48.9927897, 1.9129871;78130;Mureaux;Yvelines;Île-de-France
Les Clairières de Verneuil;0087386664;b;;1;48.9922407, 1.955265;78480;Verneuil-sur-Seine;Yvelines;Île-de-France
L'Étang-la-Ville;0087382473;b;;1;48.86822, 2.0766932;78620;Étang-la-Ville;Yvelines;Île-de-France
La Défense;0087382218;b;;1;;92800;Puteaux;Hauts-de-Seine;Île-de-France
La Frette - Montigny;0087381871;b;;1;48.98035, 2.18019;95530;Frette-sur-Seine;Val-d'Oise;Île-de-France
Nézel - Aulnay;0087381731;c;;1;48.9387638, 1.8405298;78410;Nézel;Yvelines;Île-de-France
Achères Ville;0087381657;b;;1;48.97011, 2.07739;78260;Achères;Yvelines;Île-de-France
Gargenville;0087381566;b;;1;48.98318, 1.8089;78440;Gargenville;Yvelines;Île-de-France
Saint-Pierre-des-Corps;0087571240;a;3;1;47.386099, 0.72355;37700;Saint-Pierre-des-Corps;Indre-et-Loire;Centre
Auneau;0087545657;c;1;1;48.4458242, 1.77998;28700;Auneau;Eure-et-Loir;Centre
Arpajon;0087545467;b;;1;;91290;Arpajon;Essonne;Île-de-France
La Norville - Saint-Germain-lès-Arpajon;0087545459;b;;1;48.591617, 2.267586;91290;Norville;Essonne;Île-de-France
Choisy-le-Roi;0087545285;b;;1;48.763974, 2.411102;94600;Choisy-le-Roi;Val-de-Marne;Île-de-France
Savigny-sur-Orge;0087545236;b;;1;48.67614, 2.35173;91600;Savigny-sur-Orge;Essonne;Île-de-France
Épinay-sur-Orge;0087545228;b;;1;48.66952, 2.33182;91360;Épinay-sur-Orge;Essonne;Île-de-France
Marolles-en-Hurepoix;0087545186;b;;1;48.565345, 2.290327;91630;Marolles-en-Hurepoix;Essonne;Île-de-France
Bouray;0087545178;b;;1;48.533149, 2.290596;91850;Lardy;Essonne;Île-de-France
Lardy;0087545160;b;;1;48.520639, 2.255739;91510;Lardy;Essonne;Île-de-France
Étampes;0087545137;b;;1;48.436661, 2.159468;91150;Étampes;Essonne;Île-de-France
Avenue du Président Kennedy Maison de Radio France;0087543207;b;;1;48.853322, 2.279969;75016;Paris;Paris;Île-de-France
La Ferté-Saint-Aubin;0087543124;b;1;1;47.720975, 1.93236;45240;Ferté-Saint-Aubin;Loiret;Centre
Angerville;0087543090;c;;1;48.3112062, 2.0034931;91670;Angerville;Essonne;Île-de-France
Toury;0087543074;b;1;1;48.193606, 1.939565;28310;Toury;Eure-et-Loir;Centre
Château-Gaillard;0087543066;c;1;1;48.1416904, 1.9128148;28210;Santilly;Eure-et-Loir;Centre
Les Aubrais;0087543017;a;2;1;47.926801, 1.906629;45400;Fleury-les-Aubrais;Loiret;Centre
Jarnac;0087491472;c;1;1;45.6711292, -0.1777613;16200;Gondeville;Charente;Poitou-Charentes
Cognac;0087491449;b;1;1;45.684682, -0.326112;16100;Cognac;Charente;Poitou-Charentes
Saint-Jean-d'Angély;0087491357;c;1;1;45.9407739, -0.5097829;17400;Saint-Jean-d'Angély;Charente-Maritime;Poitou-Charentes
Saint-Hilaire - Brizambourg;0087491324;c;1;1;45.85007, -0.5347155;17500;Saint-Hilaire-de-Villefranche;Charente-Maritime;Poitou-Charentes
Villeneuve-la-Comtesse;0087491258;c;1;1;46.0986599, -0.5130717;17330;Villeneuve-la-Comtesse;Charente-Maritime;Poitou-Charentes
Fontaines-d'Ozillac;0087491159;c;1;1;45.3872162, -0.3836092;17500;Fontaines-d'Ozillac;Charente-Maritime;Poitou-Charentes
Pons;0087491100;c;1;1;45.5780767, -0.5389124;17800;Pons;Charente-Maritime;Poitou-Charentes
Saint-Mathurin;0087487892;c;1;1;47.4122473, -0.3182267;49250;Saint-Mathurin-sur-Loire;Maine-et-Loire;Pays de la Loire
Olonne-sur-Mer;0087486431;c;1;1;46.5486605, -1.76738;85340;Olonne-sur-Mer;Vendée;Pays de la Loire
Fougeré;0087486316;c;1;1;46.6653044, -1.2319718;85480;Fougeré;Vendée;Pays de la Loire
La Chaize-le-Vicomte;0087486308;c;1;1;46.676779, -1.2820678;85310;Chaize-le-Vicomte;Vendée;Pays de la Loire
La Roche-sur-Yon;0087486019;a;2;1;46.67212, -1.435621;85000;Roche-sur-Yon;Vendée;Pays de la Loire
Pamproux;0087485524;c;1;1;46.3996295, -0.051931;79800;Pamproux;Deux-Sèvres;Poitou-Charentes
Prissé-la-Charrière;0087485359;c;1;1;46.15277, -0.4936249;79360;Prissé-la-Charrière;Deux-Sèvres;Poitou-Charentes
Marigny;0087485334;c;1;1;46.1990832, -0.428404;79360;Marigny;Deux-Sèvres;Poitou-Charentes
Niort;0087485300;a;2;1;46.319491, -0.454639;79000;Niort;Deux-Sèvres;Poitou-Charentes
Angoulins sur Mer;0087485102;c;1;1;46.108057, -1.1154503;17690;Angoulins;Charente-Maritime;Poitou-Charentes
Ingrandes sur Loire;0087484360;c;1;1;47.4056382, -0.9210198;49123;Ingrandes;Maine-et-Loire;Pays de la Loire
La Possonnière;0087484337;c;1;1;47.3713848, -0.6917009;49170;Possonnière;Maine-et-Loire;Pays de la Loire
Savennières - Béhuard;0087484329;c;1;1;47.3817332, -0.6540004;49170;Savennières;Maine-et-Loire;Pays de la Loire
Chemillé;0087484246;b;1;1;47.217748, -0.731989;49120;Chemillé-Melay;Maine-et-Loire;Pays de la Loire
Saint-Amarin;0087182600;c;1;1;47.8728596, 7.0287447;68550;Saint-Amarin;Haut-Rhin;Alsace
Willer-sur-Thur;0087182584;c;1;1;47.8425494, 7.0693196;68760;Willer-sur-Thur;Haut-Rhin;Alsace
Thann;0087182568;b;1;1;47.8088208, 7.1069795;68800;Thann;Haut-Rhin;Alsace
Gunsbach - Griesbach;0087182386;c;1;1;48.0414908, 7.1748407;68140;Griesbach-au-Val;Haut-Rhin;Alsace
Logelbach;0087182345;c;1;1;48.087299, 7.3206082;68124;Wintzenheim;Haut-Rhin;Alsace
Herrlisheim-près-Colmar;0087182329;c;1;1;48.0166417, 7.3206381;68420;Herrlisheim-près-Colmar;Haut-Rhin;Alsace
Illfurth;0087182204;c;1;1;47.6764322, 7.2685712;68720;Illfurth;Haut-Rhin;Alsace
Saint-Louis;0087182139;b;2;1;47.5906094, 7.5559882;68300;Saint-Louis;Haut-Rhin;Alsace
Pagny-sur-Meuse;0087175828;c;1;1;48.6965426, 5.7336468;55190;Pagny-sur-Meuse;Meuse;Lorraine
Verdun;0087175778;b;1;1;49.165406, 5.379701;55100;Verdun;Meuse;Lorraine
Clermont-en-Argonne;0087175737;c;1;1;49.10645, 5.06506;55120;Clermont-en-Argonne;Meuse;Lorraine
Eurville;0087175141;c;1;1;48.5828713, 5.0449583;52410;Eurville-Bienville;Haute-Marne;Champagne-Ardenne
Vitry-le-François;0087174276;b;2;1;48.718142, 4.587581;51300;Vitry-le-François;Marne;Champagne-Ardenne
Liart;0087172544;c;1;1;49.7700597, 4.3355138;08290;Liart;Ardennes;Champagne-Ardenne
Nouvion-sur-Meuse;0087172213;c;1;1;49.6973135, 4.794973;08160;Nouvion-sur-Meuse;Ardennes;Champagne-Ardenne
Aubrives;0087172122;c;1;1;50.1044507, 4.7616512;08320;Aubrives;Ardennes;Champagne-Ardenne
Revin;0087172080;b;1;1;49.938756, 4.642536;08500;Revin;Ardennes;Champagne-Ardenne
Joigny-sur-Meuse;0087172031;c;1;1;49.8336807, 4.7672389;08700;Joigny-sur-Meuse;Ardennes;Champagne-Ardenne
Charleville-Mézières;0087172007;a;2;1;49.767915, 4.724952;08000;Charleville-Mézières;Ardennes;Champagne-Ardenne
Champagne-Ardenne TGV;0087171926;a;2;1;49.214806, 3.994632;51430;Bezannes;Marne;Champagne-Ardenne
Sillery;0087171637;c;1;1;49.20324, 4.14427;51500;Sillery;Marne;Champagne-Ardenne
Prunay;0087171629;c;1;1;49.1988, 4.18364;51360;Prunay;Marne;Champagne-Ardenne
Épernay;0087171553;b;1;1;49.046289, 3.959798;51200;Épernay;Marne;Champagne-Ardenne
Dormans;0087171512;c;1;1;49.0791611, 3.641709;51700;Dormans;Marne;Champagne-Ardenne
Étival-Clairefontaine;0087144642;c;1;1;48.3671987, 6.8769607;88480;Étival-Clairefontaine;Vosges;Lorraine
Raon-l'Étape;0087144626;b;1;1;48.404002, 6.837302;88110;Raon-l'Étape;Vosges;Lorraine
Arches;0087144410;c;1;1;48.1198133, 6.5283085;88380;Arches;Vosges;Lorraine
Laveline-devant-Bruyères;0087144162;c;1;1;48.185596, 6.7512466;88600;Laveline-devant-Bruyères;Vosges;Lorraine
Bains-les-Bains;0087144147;c;1;1;47.9811282, 6.2952683;88240;Bains-les-Bains;Vosges;Lorraine
Raves - Ban-de-Laveline;0087144105;c;1;1;48.265723, 7.0378799;88520;Raves;Vosges;Lorraine
Igney;0087144089;c;1;1;48.2709639, 6.3995463;88150;Igney;Vosges;Lorraine
Docelles - Cheniménil;0087144030;c;1;1;48.1436134, 6.6104793;88460;Docelles;Vosges;Lorraine
Saint-Dié-des-Vosges;0087144014;b;2;1;48.282225, 6.948656;88100;Saint-Dié-des-Vosges;Vosges;Lorraine
Vraincourt;0087143024;c;1;1;48.2366981, 5.1239383;52310;Vraincourt;Haute-Marne;Champagne-Ardenne
Damblain;0087142497;c;1;1;48.0937645, 5.6563504;88320;Damblain;Vosges;Lorraine
Bainville-sur-Madon;0087141531;c;1;1;48.5863794, 6.099327;54550;Bainville-sur-Madon;Meurthe-et-Moselle;Lorraine
Messein;0087141499;c;1;1;48.6128788, 6.1378364;54850;Messein;Meurthe-et-Moselle;Lorraine
Bertrichamps;0087141424;c;1;1;48.4283359, 6.7912343;54120;Bertrichamps;Meurthe-et-Moselle;Lorraine
Baccarat;0087141416;b;1;1;48.452405, 6.74383;54120;Baccarat;Meurthe-et-Moselle;Lorraine
Ménil Flin;0087141390;c;1;1;48.5050204, 6.6592265;54200;Flin;Meurthe-et-Moselle;Lorraine
Chenevières;0087141382;c;1;1;48.5195062, 6.6325613;54122;Chenevières;Meurthe-et-Moselle;Lorraine
Lunéville;0087141150;b;2;1;48.588233, 6.49727;54300;Lunéville;Meurthe-et-Moselle;Lorraine
Mont-sur-Meurthe;0087141143;c;1;1;48.5599456, 6.4496444;54360;Mont-sur-Meurthe;Meurthe-et-Moselle;Lorraine
